name,address_1,address_2,city,state,zip,phone,latitude,longitude,category,website,,daycode1,day1_open,day1_close,daycode2,day2_open,day2_close,daycode3,day3_open,day3_close,daycode4,day4_open,day4_close,daycode5,day5_open,day5_close,daycode6,day6_open,day6_open,daycode7,day7_open,day7_close
Hope for the Heart,22035 Meekland Ave,,Hayward,CA,94544,,37.670511,-122.103358,,http://foodnow.net/location/hope-for-the-heart/,,,,,,,,,,,,,,,,,,,,,,,
Hayward Spanish Seventh Day Adventist Church,22117 Meekland Ave,,Hayward,CA,94541,,37.669971,-122.102793,,http://foodnow.net/location/hayward-spanish-seventh-day-adventist-church/,,,,,,,,,,,,,,,,,,,,,,,
Eden United Church / Food for Cherryland,21455 Birch St,,Hayward,CA,94541,,37.681061,-122.093669,,http://foodnow.net/location/eden-united-church-food-for-cherryland/,,,,,,,,,,,,,,,,,,,,,,,
New Birth Christian Ministries,22100 Princeton St,,Hayward,CA,94544,,37.682969,-122.096588,,http://foodnow.net/location/new-birth-christian-ministries/,,,,,,,,,,,,,,,,,,,,,,,
Colonial Acres Elementary &#8211; Mobile Pantry (MoPa),17115 Meekland Avenue,,Hayward,CA,94541,,37.683503,-122.117023,,http://foodnow.net/location/colonial-acres-elementary-mobile-pantry-mopa/,,,,,,,,,,,,,,,,,,,,,,,
Longwood Elementary &#8211; MOPA,850 Longwood Ave,,Hayward,CA,94541,,37.658554,-122.109428,,http://foodnow.net/location/longwood-elementary-mopa/,,,,,,,,,,,,,,,,,,,,,,,
Crossstreets Neighborhood Services,20600 John Dr.,,Castro Valley,CA,94546,,37.693217,-122.09342,,http://foodnow.net/location/crossstreets-neighborhood-services/,,,,,,,,,,,,,,,,,,,,,,,
Prophetic Teacher Intercessory Church,16490 Kent Ave,,San Lorenzo,CA,94580,,37.691578,-122.113914,,http://foodnow.net/location/prophetic-teacher-intercessory-church/,,,,,,,,,,,,,,,,,,,,,,,
Ashland Village &#8211; Mobile Pantry,1300 Kentwood Lane,,San Leandro,CA,94578,,37.693031,-122.112994,,http://foodnow.net/location/ashland-village-mobile-pantry/,,,,,,,,,,,,,,,,,,,,,,,
HPN &#8211; FRC MOPA,24823 Soto Rd,,Hayward,CA,94544,,37.65658,-122.083413,,http://foodnow.net/location/hpn-frc-mopa/,,,,,,,,,,,,,,,,,,,,,,,
HPN &#8211; HARD MOPA,25625 Cypress Ave,,Hayward,CA,94544,,37.648467,-122.084643,,http://foodnow.net/location/hpn-hard-mopa/,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran Church,20080 Redwood Road,,Castro Valley,CA,94552,,37.699346,-122.073082,,http://foodnow.net/location/faith-lutheran-church/,,,,,,,,,,,,,,,,,,,,,,,
Chabott College &#8211; Food Pantry,25555 Hesperian Blvd,,Hayward,CA,94545,,37.639805,-122.106911,,http://foodnow.net/location/chabott-college-food-pantry/,,,,,,,,,,,,,,,,,,,,,,,
Christ Centered Missionary Baptist Church,22979 Maud Ave,,Hayward,CA,94541,,37.683686,-122.054536,,http://foodnow.net/location/christ-centered-missionary-baptist-church/,,,,,,,,,,,,,,,,,,,,,,,
Fairview Elementary School &#8211; Mobile Pantry (MoPa),23515 Maud Ave,,Hayward,CA,94541,,37.680495,-122.052735,,http://foodnow.net/location/fairview-elementary-school/,,,,,,,,,,,,,,,,,,,,,,,
Resurrection Greek  Orthodox Church &#8211; Food Pantry,20104 Center St,,Castro Valley,CA,94546,,37.69715,-122.060618,,http://foodnow.net/location/resurrection-greek-orthodox-church-food-pantry/,,,,,,,,,,,,,,,,,,,,,,,
South Hayward Parish,27287 Patrick Ave,,Hayward,CA,94544,,37.633828,-122.079947,,http://foodnow.net/location/south-hayward-parish/,,,,,,,,,,,,,,,,,,,,,,,
Bethel Community Presbyterian Church,14235 Bancroft Ave,,San Leandro,CA,94578,,37.712607,-122.13725,,http://foodnow.net/location/bethel-community-presbyterian-church/,,,,,,,,,,,,,,,,,,,,,,,
Davis Street Community Center,3081 Teagarden St,,San Leandro,CA,94578,,37.704881,-122.153346,,http://foodnow.net/location/davis-street-community-center/,,,,,,,,,,,,,,,,,,,,,,,
SLUSD Mobile Pantry at San Leandro Adult School,1448 Williams St,,San Leandro,CA,94578,,37.717382,-122.143072,,http://foodnow.net/location/slusd-mobile-pantry-at-barbara-lee-health-center/,,,,,,,,,,,,,,,,,,,,,,,
All Saints Episcopal Church,911 Dowling Ave,,San Leandro, ca 94577,CA,,,37.736054,-122.147683,,http://foodnow.net/location/all-saints-episcopal-church-food-pantry/,,,,,,,,,,,,,,,,,,,,,,,
Stonehurst Elementary &#8211; MOPA,10315 E St,,Oakland,CA,94603,,37.737212,-122.174161,,http://foodnow.net/location/stonehurst-elementary-mopa/,,,,,,,,,,,,,,,,,,,,,,,
Los Robles Apartments,32300 Almaden Blvd,,Union City,CA,94587,,37.594058,-122.056125,,http://foodnow.net/location/los-robles-apartments/,,,,,,,,,,,,,,,,,,,,,,,
Elmhurst Community Prep &#8211; Mobile Pantry (MoPa),1800 98th Ave,,Oakland,CA,94603,,37.746038,-122.165397,,http://foodnow.net/location/elmhurst-community-pantry/,,,,,,,,,,,,,,,,,,,,,,,
Union City Family Center &#8211; School Pantry,725 Whipple Rd,,Union City,CA,94587,,37.606993,-122.027106,,http://foodnow.net/location/union-city-family-center-school-pantry/,,,,,,,,,,,,,,,,,,,,,,,
St. Anne Church,32223 Cabello St,,Union City,CA,94587,,37.587347,-122.072474,,http://foodnow.net/location/st-anne-church/,,,,,,,,,,,,,,,,,,,,,,,
Howard Elementary &#8211; School Pantry,8755 Fontaine St,,Oakland,CA,94605,,37.762239,-122.152239,,http://foodnow.net/location/howard-elementary-school-pantry/,,,,,,,,,,,,,,,,,,,,,,,
FAME &#8211; Arroyo Viejo Recreation Center,7701 Krause Ave,,Oakland,CA,94605,,37.761781,-122.175921,,http://foodnow.net/location/fame-arroyo-viejo-recreation-center/,,,,,,,,,,,,,,,,,,,,,,,
Refuge Food Pantry,2001 73rd Ave,,Oakland,CA,94621,,37.76266,-122.182013,,http://foodnow.net/location/refuge-food-pantry/,,,,,,,,,,,,,,,,,,,,,,,
Frick Middle School &#8211; MOPA,2845 64th Ave,,Oakland,CA,94605,,37.771677,-122.184317,,http://foodnow.net/location/frick-middle-school-mopa/,,,,,,,,,,,,,,,,,,,,,,,
Project Outreach Inc.,1628 Seminary Ave,,Oakland,CA,94605,,37.766423,-122.197444,,http://foodnow.net/location/project-outreach-inc/,,,,,,,,,,,,,,,,,,,,,,,
Christian Tabernacle Church of God in Christ,9330 Walnut St,,Oakland,CA,94605,,37.771867,-122.190487,,http://foodnow.net/location/christian-tabernacle-church-of-god-in-christ/,,,,,,,,,,,,,,,,,,,,,,,
Merritt College &#8211; Food Pantry,12500 Campus Dr,,Oakland,CA,94619,,37.789553,-122.165612,,http://foodnow.net/location/merritt-college-food-pantry/,,,,,,,,,,,,,,,,,,,,,,,
St. Lawrence O' Toole,3725 High St,,Oakland,CA,94619,,37.788781,-122.192763,,http://foodnow.net/location/st-lawrence-o-toole/,,,,,,,,,,,,,,,,,,,,,,,
Global Family Elementary School &#8211; Mobile Pantry (MoPa),2035 40th Avenue,,Oakland,CA,94601,,37.779562,-122.213357,,http://foodnow.net/location/global-family-mobile-pantry-mopa/,,,,,,,,,,,,,,,,,,,,,,,
Tri-City Volunteers,37350 Joseph St,,Fremont,CA,94536,,37.555871,-122.007603,,http://foodnow.net/location/tri-city-volunteers/,,,,,,,,,,,,,,,,,,,,,,,
Kidango/Graham Elementary &#8211; Mobile Pantry (MoPa),36270 Cherry St,,Newark,CA,94560,,37.538777,-122.042149,,http://foodnow.net/location/kidangograham-elementary-mobile-pantry-mopa/,,,,,,,,,,,,,,,,,,,,,,,
Achieve Academy &#8211; Mobile Pantry (MoPa),1700 28th Ave,,Oakland,CA,94601,,37.782183,-122.226877,,http://foodnow.net/location/achieve-academy-mopa/,,,,,,,,,,,,,,,,,,,,,,,
Open Heart Kitchen,6533 Sierra Lane,,Dublin,CA,94568,,37.705674,-121.912617,,http://foodnow.net/location/pathway-community-church/,,,,,,,,,,,,,,,,,,,,,,,
Community School &#8211; Mobile Pantry (MoPa),2111 International Blvd,,Oakland,CA,94601,,37.78477,-122.238667,,http://foodnow.net/location/community-school-mopa/,,,,,,,,,,,,,,,,,,,,,,,
Viola Blythe Community Center,37365 Ash St,,Newark,CA,94560,,37.524903,-122.03903,,http://foodnow.net/location/viola-blythe-community-center/,,,,,,,,,,,,,,,,,,,,,,,
St. James Episcopal Church/Iglesia de Santiago,1540 12th Ave,,Oakland,CA,94606,,37.791661,-122.246537,,http://foodnow.net/location/st-james-episcopal-churchiglesia-de-santiago/,,,,,,,,,,,,,,,,,,,,,,,
Habor House Ministries,1811 11th Ave,,Oakland, ca 94606,CA,,,37.794345,-122.245137,,http://foodnow.net/location/habor-house-ministries/,,,,,,,,,,,,,,,,,,,,,,,
Open Heart Kitchen,1225 Hopyard Blvd,,Pleasanton,CA,94566,,37.668519,-121.884071,,http://foodnow.net/location/open-heart-kitchen/,,,,,,,,,,,,,,,,,,,,,,,
Trinity Lutheran Church,1225 Hopyard Road,,Pleasanton,CA,94566,,37.668519,-121.884071,,http://foodnow.net/location/trinity-lutheran-church/,,,,,,,,,,,,,,,,,,,,,,,
Alameda Food Bank,1900 Thau Way,,Alameda,CA,94501,,37.7782,-122.274302,,http://foodnow.net/location/alameda-food-bank/,,,,,,,,,,,,,,,,,,,,,,,
Lake Merritt United Methodist Church,1330 Lakeshore Ave,,Oakland,CA,94606,,37.799146,-122.257975,,http://foodnow.net/location/lake-merritt-united-methodist-church/,,,,,,,,,,,,,,,,,,,,,,,
College of Alameda &#8211; Food Pantry,555 Ralph Appezzato Mem. Pkwy,,Alameda,CA,94501,,37.780753,-122.279307,,http://foodnow.net/location/college-of-alameda-food-pantry/,,,,,,,,,,,,,,,,,,,,,,,
City Team Ministries,722 Washington Ave,,Oakland,CA,94607,,37.800307,-122.274937,,http://foodnow.net/location/city-team-ministries/,,,,,,,,,,,,,,,,,,,,,,,
City Team Ministries,722 Washington Ave,,Oakland,CA,94607,,37.800307,-122.274937,,http://foodnow.net/location/city-team-ministries-2/,,,,,,,,,,,,,,,,,,,,,,,
Westlake Middle School &#8211; School Pantry,2629 Harrison Street,,Oakland,CA,94612,,37.814533,-122.260869,,http://foodnow.net/location/westlake-middle-school-school-pantry/,,,,,,,,,,,,,,,,,,,,,,,
St. Augustine&#8217;s Episcopal Church,525 29th St,,Oakland,CA,94609,,37.818269,-122.268204,,http://foodnow.net/location/st-augustines-episcopal-church/,,,,,,,,,,,,,,,,,,,,,,,
Joshua Christian Church,793 W. Grand Ave,,Oakland,CA,94612,,37.813137,-122.275806,,http://foodnow.net/location/joshua-christian-church-2/,,,,,,,,,,,,,,,,,,,,,,,
Joshua Christian Church,793 W Grand Ave,,Oakland,CA,94612,,37.813137,-122.275806,,http://foodnow.net/location/joshua-christian-church/,,,,,,,,,,,,,,,,,,,,,,,
West Oakland Middle &#8211; School Pantry,991 14th St.,,Oakland,CA,94607,,37.808163,-122.282215,,http://foodnow.net/location/west-oakland-middle-school-pantry/,,,,,,,,,,,,,,,,,,,,,,,
Taylor Memorial Church,1188 12th St,,Oakland,CA,94607,,37.808497,-122.287199,,http://foodnow.net/location/taylor-memorial-church/,,,,,,,,,,,,,,,,,,,,,,,
Oakland Int&#8217;l High &#8211; MOPA,4521 Webster St,,Oakland,CA,94609,,37.833671,-122.261002,,http://foodnow.net/location/oakland-intl-high-mopa/,,,,,,,,,,,,,,,,,,,,,,,
Prescott Joseph Center,920 Peralta St,,Oakland,CA,94607,,37.808204,-122.295954,,http://foodnow.net/location/prescott-joseph-center/,,,,,,,,,,,,,,,,,,,,,,,
Last Phase Loaves and Fish Food Program,1060 32nd St,,Oakland,CA,94608,,37.823525,-122.279079,,http://foodnow.net/location/last-phase-loaves-and-fish-food/,,,,,,,,,,,,,,,,,,,,,,,
ECAP/Everyone's Community Action Program,3610 San Pablo Ave,,Oakland,CA,94608,,37.827418,-122.278365,,http://foodnow.net/location/everyones-community-action-program-ohana-community-ecap/,,,,,,,,,,,,,,,,,,,,,,,
Telegraph Community Center,5316 Telegraph Ave,,Oakland,CA,94609,,37.838857,-122.26179,,http://foodnow.net/location/telegraph-community-center/,,,,,,,,,,,,,,,,,,,,,,,
St. Paul A. M. E. Church,2024 Ashby Avenue,,Berkeley,CA,94703,,37.854837,-122.268124,,http://foodnow.net/location/st-paul-a-m-e-church/,,,,,,,,,,,,,,,,,,,,,,,
The Church by the Side of the Road,2108 Russell St,,Berkeley,CA,94705,,37.856661,-122.265959,,http://foodnow.net/location/the-church-by-the-side-of-the-road/,,,,,,,,,,,,,,,,,,,,,,,
Las Positas College &#8211; Food Pantry,3000 Campus Hill Dr,,Livermore,CA,94551,,37.71086,-121.800476,,http://foodnow.net/location/las-positas-college-food-pantry/,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Food Pantry,1600 Sacramento St,,Berkeley,CA,94702,,37.876461,-122.283091,,http://foodnow.net/location/berkeley-food-pantry/,,,,,,,,,,,,,,,,,,,,,,,
Vineyard Christian Fellowship,460 N. Livermore Ave.,,Livermore,CA,94551,,37.687088,-121.770856,,http://foodnow.net/location/vineyard-christian-fellowship/,,,,,,,,,,,,,,,,,,,,,,,
Tri-Valley Haven Food Pantry,418 Junction Ave,,Livermore,CA,94550,,37.687762,-121.767855,,http://foodnow.net/location/tri-valley-haven-food-pantry/,,,,,,,,,,,,,,,,,,,,,,,
Open Heart Kitchen of Livermore,4743 East Ave,,Livermore,CA,94550,,37.67907,-121.736986,,http://foodnow.net/location/asbury-united-methodist-church/,,,,,,,,,,,,,,,,,,,,,,,
Open Heart Kitchen,4743 East Ave,,Livermore,CA,94550,,37.679081,-121.736868,,http://foodnow.net/location/open-heart-kitchen-2/,,,,,,,,,,,,,,,,,,,,,,,
Catholic Charities St. Roberts,211 3rd Ave.,,Venice,CA,90291,310.848.1448,33.998169,-118.477569,,,,,,,,,,,,,,,,,,,,,,,,,
Unity Fellowship of Christ Church,5149 W. Jefferson Blvd,,Los Angeles,CA,90016,310.930.5683,34.025827,-118.356743,,,,,,,,,,,,,,,,,,,,,,,,,
Grace United Methodist Church,4112 W. Slauson Blvd.,,Los Angeles,CA,90043,323.294.6653,33.988648,-118.346332,,,,,,,,,,,,,,,,,,,,,,,,,
Robbins Memorial Church of God in Christ,3868 W. 54th Street,,Los Angeles,CA,90043,323-298-8771,33.992811,-118.341606,,,,,,,,,,,,,,,,,,,,,,,,,
New Mount Pleasant Missionary Baptist Church,434 S. Grevillea Ave,,Inglewood,CA,90301,310.673.6250,33.957906,-118.354641,,,,,,,,,,,,,,,,,,,,,,,,,
Bread of Life Foursquare Gospel Church,5175 1/2 W. Washington St.,,Los Angeles,CA,90016,323.939.4716,34.039696,-118.337061,,,,,,,,,,,,,,,,,,,,,,,,,
American Veteran Inc.,318 E. Hillcrest Blvd,,Inglewood,CA,90301,909-534-5953,33.959536,-118.350769,,,,,,,,,,,,,,,,,,,,,,,,,
Del Aire Baptist Church,4951 W. 119th Place,,Hawthorne,CA,90250,310.676.8352,33.924778,-118.365416,,,,,,,,,,,,,,,,,,,,,,,,,
Greater New Bethel,601 E. 99th St,,Inglewood,CA,90301,310.677.1663,33.946987,-118.346423,,,,,,,,,,,,,,,,,,,,,,,,,
Justice Children Deserve,11612 Hawthorne Blvd, Suite 103,Hawthorne,CA,90250,213.426.0108,33.928754,-118.352144,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Trinity Lutheran Church,9300 Crenshaw Blvd,,Inglewood,CA,90305,323.757.1739,33.952441,-118.325827,,,,,,,,,,,,,,,,,,,,,,,,,
Islah L.A.,2900 Slauson Ave.,,Los Angeles,CA,90043,323.596.3456,33.988853,-118.324689,,,,,,,,,,,,,,,,,,,,,,,,,
St. Joseph Catholic Church,11901 Acacia Ave.,,Hawthorne,CA,90250,310.679.1139,33.925161,-118.351722,,,,,,,,,,,,,,,,,,,,,,,,,
New Direction Community Program,8200 South Western Avenue,,Los Angeles,CA,90047,323.291.0035,33.964369,-118.308742,,,,,,,,,,,,,,,,,,,,,,,,,
Another Way Foundation,1704 Manchester Ave, Suite #204,Los Angeles,CA,90047,323.944.4754,33.959516,-118.307054,,,,,,,,,,,,,,,,,,,,,,,,,
Family Health Care Resources,3444 Whittier Blvd,,Los Angeles,CA,90023,213.413.3040,34.026918,-118.199685,,,,,,,,,,,,,,,,,,,,,,,,,
All Nations Christian Fellowship,5602 E. Gage Ave,,Bell Gardens,CA,90201,323.773.4883,33.975503,-118.164907,,,,,,,,,,,,,,,,,,,,,,,,,
MFP-Latino Kids Health,901 W. Whittier Blvd,,Montebello,CA,90640,323.765.8916,34.010207,-118.110028,,,,,,,,,,,,,,,,,,,,,,,,,
Bethany Church,763 N. Sunset Avenue,,West Covina,CA,91790,626.962.8501,34.085602,-117.934694,,,,,,,,,,,,,,,,,,,,,,,,,
C.A.R.E. Heglis,1633 N. Hacienda Boulevard,,La Puente,CA,91744,626.715.5653,34.049918,-117.946913,,,,,,,,,,,,,,,,,,,,,,,,,
Baldwin Park Bilingual S.D.A. Church,13965 East Ramona Parkway,,Baldwin Park,CA,91706,626 338-4828,34.085102,-117.969409,,,,,,,,,,,,,,,,,,,,,,,,,
Iglesia de Cristo Elim,550 S. Hollenbeck Ave.,,Covina,CA,91723,323.207.0356,34.080021,-117.898621,,,,,,,,,,,,,,,,,,,,,,,,,
God&#8217;s Pantry,1016 w. Cypress St.,,Covina,CA,91722,909.455.4531,34.094701,-117.909734,,,,,,,,,,,,,,,,,,,,,,,,,
Vision de Cristo Ministerio Kairos,371 Workman Mill Road,,La Puente,CA,91746,626.367.0690,34.043247,-117.997428,,,,,,,,,,,,,,,,,,,,,,,,,
Shepherds Pantry,13020 Francisquito Ave.,,Baldwin Park,CA,91706,626.671.0090,34.079088,-117.989411,,,,,,,,,,,,,,,,,,,,,,,,,
Gods Pantry,240 N. Cerritos Ave.,,Azusa,CA,91702,909.455.4531,34.125536,-117.898586,,,,,,,,,,,,,,,,,,,,,,,,,
San Gabriel Valley Family Center,4602 N. Peck Road,,El Monte,CA,91732,626.442.5470,34.08787,-118.015475,,,,,,,,,,,,,,,,,,,,,,,,,
Long Beach Lutheran Social Services,1611 Pine Avenue,,Long Beach,CA,90813,562.599.1321,33.787467,-118.192732,,,,,,,,,,,,,,,,,,,,,,,,,
Christ the Good Shepherd,1535 Gundry Avenue,,Long Beach,CA,90813,562.674.0288,33.786792,-118.17439,,,,,,,,,,,,,,,,,,,,,,,,,
Harbor Baptist Church,2300 W. Wardlow Road,,Long Beach,CA,90810,562.427.8046,33.823955,-118.222509,,,,,,,,,,,,,,,,,,,,,,,,,
First Southern Baptist Church of Long Beach,3435 San Anseline Avenue,,Long Beach,CA,90808,562.531.2925,33.819743,-118.121366,,,,,,,,,,,,,,,,,,,,,,,,,
Truett Memorial Southern Baptist Church,3435 San Anseline Avenue,,Long Beach,CA,90808,562.425.1235,33.819743,-118.121366,,,,,,,,,,,,,,,,,,,,,,,,,
Women In Action Reaching Out,851 Via Carmelitos,,Long Beach,CA,90805,562.253.8078,33.849011,-118.181868,,,,,,,,,,,,,,,,,,,,,,,,,
Salvation Army &#8211; Stillman Sawyer Family Services,820 Lomita Blvd.,,Harbor City,CA,90710,310.370.4515,33.797371,-118.289616,,,,,,,,,,,,,,,,,,,,,,,,,
Justice for Murdered Children,1039 Elberon Ave,,San Pedro,CA,90732,310.738.4218,33.74818,-118.299823,,,,,,,,,,,,,,,,,,,,,,,,,
Finger of God Goodnews Ministry,21919 S. Figueroa Street,,Carson,CA,90745,323.719.0290,33.828376,-118.286487,,,,,,,,,,,,,,,,,,,,,,,,,
Salvation Army &#8211; Bellflower Temple Corps,9664 Cedar St.,,Bellflower,CA,90706,562.804.0808,33.87081,-118.127515,,,,,,,,,,,,,,,,,,,,,,,,,
Good Sam Pantry/Beatitudes of our Lord,13013 Santa Gertrudes Ave.,,La Mirada,CA,90638,562.943.1521,33.912551,-117.994706,,,,,,,,,,,,,,,,,,,,,,,,,
Morningstar Christian Chapel,16241 Leffingwell Road,,Whittier,CA,90603,562.943.0297,33.932911,-117.984331,,,,,,,,,,,,,,,,,,,,,,,,,
La Habra Christian Church,1400 Bella Vista Drive,,La Habra Heights,CA,90631,562.691.0514,33.950041,-117.927372,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul of the Cross Church,14020 Foster Road,,La Mirada,CA,90638,562.921.2914,33.9093,-118.032103,,,,,,,,,,,,,,,,,,,,,,,,,
Adonai SDA Church,13246 Mapledale Street,,Norwalk,CA,90650,562.480.8181,33.898439,-118.048477,,,,,,,,,,,,,,,,,,,,,,,,,
Crossroads Multinational Church of the Nazarene,12229 E. Del Amo Blvd,,Cerritos,CA,90703,562.809.4143,33.846469,-118.071344,,,,,,,,,,,,,,,,,,,,,,,,,
St. Gregory the Great Church,13935 Telegraph Road,,Whittier,CA,90604,562.777.2475,33.932435,-118.03455,,,,,,,,,,,,,,,,,,,,,,,,,
Raphael House of San Francisco: Shelter for Homeless Families,1065 Sutter St.,,San Francisco,CA,94109,,37.787763,-122.417695,,,,,,,,,,,,,,,,,,,,,,,,
City Team Ministries,164 6th Street,,San Francisco,CA,95112,,37.77995,-122.407809,,,,,,,,,,,,,,,,,,,,,,,,
Temple United Methodist Church,65 Beverly Street,,San Francisco,CA,94132,,37.717509,-122.471791,,,,,,,,,,,,,,,,,,,,,,,,
Richmond District Neighborhood Center,741  30th Avenue,,San Francisco,CA,94121,,37.7751,-122.490283,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Presbyterian Church,321 Taraval Street,,San Francisco,CA,94116,,37.743089,-122.469632,,,,,,,,,,,,,,,,,,,,,,,,
"Salvation Army Family Services, Chinatown Court",1450 Powell Street,,San Francisco,CA,94133,,37.798013,-122.410023,,,,,,,,,,,,,,,,,,,,,,,,
Food Runners,2579 Washington Street,,San Francisco,CA,94115,,37.791273,-122.435563,,,,,,,,,,,,,,,,,,,,,,,,
West Bay Conference Center,1290 Fillmore Street,,San Francisco,CA,94115,,37.781276,-122.43184,,,,,,,,,,,,,,,,,,,,,,,,
Bethel A M E Church,916 Laguna  Street,,San Francisco,CA,94115,,37.779794,-122.426634,,,,,,,,,,,,,,,,,,,,,,,,
St Andrew Missionary Baptist Church,2565 Post Street,,San Francisco,CA,94143,,37.783488,-122.443948,,,,,,,,,,,,,,,,,,,,,,,,
Mary Elizabeth Inn,1040 Bush St,,San Francisco,CA,94109,,37.789722,-122.414488,,,,,,,,,,,,,,,,,,,,,,,,
St Francis Episcopal Church Food Pantry,399 San Fernando Way,,San Francisco,CA,94127,,37.730399,-122.469873,,,,,,,,,,,,,,,,,,,,,,,,
Bayview TLC Family Resource Center,1601 Lane St Suite 205,,San Francisco,CA,94124,,37.731805,-122.389581,,,,,,,,,,,,,,,,,,,,,,,,
Booker T. Washington Community Svce Center.,800 Presidio Ave,,San Francisco,CA,94115,,37.784336,-122.446059,,,,,,,,,,,,,,,,,,,,,,,,
Youth With A Mission,357 Ellis Street,,San Francisco,CA,94102,,37.784676,-122.412045,,,,,,,,,,,,,,,,,,,,,,,,
Ingleside Community Center,1345 Ocean Avenue,,San Francisco,CA,94112,,37.723904,-122.457003,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Charles Drew College Preparatory Academy,50 Pomona Ave,,San Francisco,CA,94124,,37.731746,-122.393671,,,,,,,,,,,,,,,,,,,,,,,,
Health Care of Homeless Vets,401 3rd Street,,San Francisco,CA,94107,,37.782551,-122.397134,,,,,,,,,,,,,,,,,,,,,,,,
First United Presbyterian Church,1740 Sloat Boulevard,,San Francisco,CA,94132,,37.734324,-122.491896,,,,,,,,,,,,,,,,,,,,,,,,
CUSA,1 Ferry Building,,San Francisco,CA,94111,,37.795341,-122.393867,,,,,,,,,,,,,,,,,,,,,,,,
St Anthony's Emergency Food Pantry,150 Golden Gate Avenue,,San Francisco,CA,94102,,37.782234,-122.413219,,,,,,,,,,,,,,,,,,,,,,,,
Salvation Army Asian American Yerba Buena,360 4th Street,,San Francisco,CA,,,37.781186,-122.400852,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco City Impact,230 Jones St,,San Francisco,CA,94102,,37.783505,-122.412202,,,,,,,,,,,,,,,,,,,,,,,,
St. Gregory of Nyssa - Food Pantry,500 DeHaro St,,San Francisco,CA,94110,,37.7629,-122.40147,,,,,,,,,,,,,,,,,,,,,,,,
Free The Need,21st Street and Shotwell Street,,San Francisco,CA,94110,,37.7572377,-122.4156483,,,,,,,,,,,,,,,,,,,,,,,,
Free The Need,827 Joost Avenue,,San Francisco,CA,94127,,37.732135,-122.454095,,,,,,,,,,,,,,,,,,,,,,,,
Iglesia Bautista Balboa Eben-ezer,39 Amazon Avenue,,San Francisco,CA,94112,,37.71719,-122.439664,,,,,,,,,,,,,,,,,,,,,,,,
Mission Presbyterian Church,3261 23rd Street,,San Francisco,CA,94110,,37.753661,-122.417709,,,,,,,,,,,,,,,,,,,,,,,,
Portola Baptist Church,225 Pioche Street,,San Francisco,CA,94134,,37.728231,-122.420782,,,,,,,,,,,,,,,,,,,,,,,,
Glide Memorial United Methodist Church: Soup Kitchen & More,330 Ellis Street,,San Francisco,CA,94102,,37.785291,-122.411697,,,,,,,,,,,,,,,,,,,,,,,,
Project Open Hand,730 Polk Street,,San Francisco,CA,94109,,37.783819,-122.419007,,,,,,,,,,,,,,,,,,,,,,,,
New Life Chinese Lutheran Church,395 Addison Street,,San Francisco,CA,94131,,37.739834,-122.435534,,,,,,,,,,,,,,,,,,,,,,,,
Our Lady of Lourdes Parish,1715 Oakdale Avenue,,San Francisco,CA,94124,,37.735729,-122.392578,,,,,,,,,,,,,,,,,,,,,,,,
Evergreen Baptist Church,6270 3rd Street,,San Francisco,CA,94124,,37.72126,-122.39631,,,,,,,,,,,,,,,,,,,,,,,,
Salvation Army Family Services,1156 Valencia Street,,San Francisco,CA,94110,,37.754385,-122.421076,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco Food Bank,900 Pennsylvania Ave,,San Francisco,CA,94107,,37.754356,-122.393815,,,,,,,,,,,,,,,,,,,,,,,,
St Anthony de Padua Church,3215 Cesar Chavez Street,,San Francisco,CA,94110,,37.74791,-122.4146,,,,,,,,,,,,,,,,,,,,,,,,
St John's Presbyterian Church,25 Lake Street,,San Francisco,CA,94118,,37.7868,-122.45971,,,,,,,,,,,,,,,,,,,,,,,,
Potrero Hill Family Resource Center,85 Turner Terrace,,San Francisco,CA,94107,,37.75678,-122.39523,,,,,,,,,,,,,,,,,,,,,,,,
Hunters Point Food Pantry - GIRLS 2000,718 Kirkwood Avenue,,San Francisco,CA,94124,,37.729016,-122.373237,,,,,,,,,,,,,,,,,,,,,,,,
St Paul Tabernacle Baptist,1789 Oakdale Ave,,San Francisco,CA,94124,,37.73637,-122.393996,,,,,,,,,,,,,,,,,,,,,,,,
